UID,AN,PID,DN,DP,TN,RL,name,displayName,prevalence
"(UID, 2edf72b88929ef3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 480)","(name, Lucky Orange LLC)","(displayName, Lucky Orange)","(prevalence, 0.437)"
"(UID, 7df5752daa04ec8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 481)","(name, Lytics)","(displayName, Lytics)","(prevalence, 0.155)"
"(UID, 1120276f9ef2cc2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 482)","(name, eSell Solutions Ltd. DBA MonetizeMore)","(displayName, MonetizeMore)","(prevalence, 0.115)"
"(UID, 5f0cd6222c51703)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 483)","(name, Macromill, Inc.)","(displayName, Macromill)","(prevalence, 0.0918)"
"(UID, 966396c0effbf79)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 484)","(name, Higher Logic)","(displayName, Higher Logic)","(prevalence, 0.0069)"
"(UID, 6d0b3257479c5f8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 485)","(name, Mail.Ru Group, OOO)","(displayName, Mail.Ru)","(prevalence, 0.7)"
"(UID, 576caf092ecad1d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 486)","(name, ZOHO Corporation)","(displayName, ZOHO)","(prevalence, 0.169)"
"(UID, 2be2193f72568f4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 487)","(name, Mapbox Inc.)","(displayName, Mapbox)","(prevalence, 0.276)"
"(UID, 3fde681ed7c88f5)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 488)","(name, Marchex, Inc.)","(displayName, Marchex)","(prevalence, 0.0863)"
"(UID, ff4974e14b7257d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 489)","(name, Sharpspring Inc)","(displayName, Sharpspring)","(prevalence, 0.259)"
"(UID, 6134eed1e7c1cce)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 490)","(name, Spredfast, Inc)","(displayName, Spredfast)","(prevalence, 0.0027)"
"(UID, 818c77af372674b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 491)","(name, Webtrekk GmbH)","(displayName, Webtrekk)","(prevalence, 0.264)"
"(UID, 68575ae6aacd003)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 492)","(name, Mather Economics)","(displayName, Mather Economics)","(prevalence, 0.108)"
"(UID, 8721baca98624d9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 493)","(name, MediaMath, Inc.)","(displayName, MediaMath)","(prevalence, 11.2)"
"(UID, 4c7bb779c7ad5c9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 494)","(name, MaxMind Inc.)","(displayName, MaxMind)","(prevalence, 0.137)"
"(UID, c32f9bd21933952)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 495)","(name, Media.net Advertising FZ-LLC)","(displayName, Media.net Advertising)","(prevalence, 4.37)"
"(UID, 647a693b814505a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 496)","(name, Dynamic 1001 GmbH)","(displayName, Dynamic 1001)","(prevalence, 0.0027)"
"(UID, d4cf7679b3a4f58)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 497)","(name, Dstillery Inc.)","(displayName, Dstillery)","(prevalence, 0.681)"
"(UID, e7ea62a24499c20)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 498)","(name, Enliple INC)","(displayName, Enliple)","(prevalence, 0.0117)"
"(UID, ba04a7dd954faf9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 499)","(name, MEDIACORP PTE. LTD.)","(displayName, MEDIACORP)","(prevalence, 0.0062)"
"(UID, 8196a41df2000f1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 500)","(name, mediarithmics SAS)","(displayName, mediarithmics)","(prevalence, 0.435)"
"(UID, a237f8bceb2fad1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 501)","(name, R.T.I S.p.A.)","(displayName, R.T.I)","(prevalence, 0.0384)"
"(UID, 8ed4dd9b2295845)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 502)","(name, Mediavine, Inc.)","(displayName, Mediavine)","(prevalence, 1.15)"
"(UID, 34ef06898402bae)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 503)","(name, Japan Business Press Co.,Ltd.)","(displayName, Japan Business Press)","(prevalence, 0.015)"
"(UID, e875647b91d1cb4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 504)","(name, A Medium Corporation)","(displayName, Medium)","(prevalence, 0.0466)"
"(UID, d993c86c9f1ac2e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 505)","(name, Dogan Internet Yayinciligi ve Yatirim A.S.)","(displayName, Dogan Internet Yayinciligi ve Yatirim)","(prevalence, 0.0124)"
"(UID, be926299615e638)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 506)","(name, Merkle Inc)","(displayName, Merkle)","(prevalence, 1.44)"
"(UID, 515557a8893ddc1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 507)","(name, Ellipsis Technologies, Inc.)","(displayName, Ellipsis)","(prevalence, 0.0082)"
"(UID, 520aa61e6e52bce)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 508)","(name, MGID Inc)","(displayName, MGID)","(prevalence, 0.32)"
"(UID, 8f6915a9b6a7298)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 509)","(name, Movable Ink)","(displayName, Movable Ink)","(prevalence, 0.253)"
"(UID, e1d8318f8eb920c)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 510)","(name, MicroAd, Inc.)","(displayName, MicroAd)","(prevalence, 0.356)"
"(UID, fe7947534d50f0d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 511)","(name, Mindbox Ltd.)","(displayName, Mindbox)","(prevalence, 0.0274)"
"(UID, b1c130f3636a6de)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 512)","(name, Minute Spoteam Ltd.)","(displayName, Minute Spoteam)","(prevalence, 0.0569)"
"(UID, 0847d8f8af53b63)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 513)","(name, Pro Sportority (Israel) Ltd)","(displayName, Pro Sportority)","(prevalence, 0.0431)"
"(UID, ab46fae3f7d6d77)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 514)","(name, Mixpanel, Inc.)","(displayName, Mixpanel)","(prevalence, 0.442)"
"(UID, 928773fd2adf392)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 515)","(name, Mixpo Inc.)","(displayName, Mixpo)","(prevalence, 0.0137)"
"(UID, 401c273660f0703)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 516)","(name, Bombora Inc.)","(displayName, Bombora)","(prevalence, 2.02)"
"(UID, 2989687169d1eb4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 517)","(name, MercadoLibre Inc.)","(displayName, MercadoLibre)","(prevalence, 0.0165)"
"(UID, 22cd0300631d8bf)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 518)","(name, Medianova Internet Hizmetleri A.S.)","(displayName, Medianova Internet Hizmetleri)","(prevalence, 0.0199)"
"(UID, faa22c2d665d2c0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 519)","(name, Monetate, Inc.)","(displayName, Monetate)","(prevalence, 0.309)"
"(UID, 92e7d912c90eba6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 520)","(name, Monsido Inc.)","(displayName, Monsido)","(prevalence, 0.169)"
"(UID, 82d1bdea79af986)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 521)","(name, Monumetric (The Blogger Network, LLC))","(displayName, Monumetric (The Blogger Network, LLC))","(prevalence, 0.138)"
"(UID, 3dead94a890d4f1)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 522)","(name, Xaxis)","(displayName, Xaxis)","(prevalence, 5.53)"
"(UID, 6e294b53bd73d9b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 523)","(name, Mouseflow)","(displayName, Mouseflow)","(prevalence, 0.391)"
"(UID, 7ef481adfd61c3e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 524)","(name, mParticle, Inc)","(displayName, mParticle)","(prevalence, 0.138)"
"(UID, 9faa0268386ffee)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 525)","(name, MQL5 Ltd.)","(displayName, MQL5)","(prevalence, 0.0089)"
"(UID, b0aa22f931dd524)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 526)","(name, MARKET RESOURCE PARTNERS LIMITED)","(displayName, MARKET RESOURCE PARTNERS)","(prevalence, 0.0055)"
"(UID, 603a6198d25e4dc)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 527)","(name, Meetrics GmbH)","(displayName, Meetrics)","(prevalence, 0.158)"
"(UID, 63486f30a1e6fdc)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 528)","(name, Valassis Digital)","(displayName, Valassis Digital)","(prevalence, 5.3)"
"(UID, 7cbc3c938d48f4e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 529)","(name, WENGO SAS)","(displayName, WENGO)","(prevalence, 0.0069)"
"(UID, 646d044527cd0d4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 530)","(name, MyFinance, Inc.)","(displayName, MyFinance)","(prevalence, 0.0171)"
"(UID, 583ebc988174b54)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 531)","(name, My Life Registry LLC)","(displayName, My Life Registry)","(prevalence, 0.0096)"
"(UID, bd3ced58a35f5d2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 532)","(name, User Local,Inc.)","(displayName, User Local)","(prevalence, 0.202)"
"(UID, f86d1be2aeb4b50)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 533)","(name, Nationwide Mutual Insurance Company)","(displayName, Nationwide Mutual Insurance Company)","(prevalence, 0.0027)"
"(UID, 53241b947cf0835)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 534)","(name, Native Media Limited Liability Company)","(displayName, Native Media)","(prevalence, 0.0178)"
"(UID, 615e6065a680dcd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 535)","(name, Navegg S.A.)","(displayName, Navegg)","(prevalence, 0.238)"
"(UID, 8c26cfd5c110643)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 536)","(name, IgnitionOne, LLC)","(displayName, IgnitionOne)","(prevalence, 0.842)"
"(UID, e7a84eb3c4a63fa)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 537)","(name, New Relic)","(displayName, New Relic)","(prevalence, 5.79)"
"(UID, 6b6362ce707fae4)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_entity)","(RL, 538)","(name, News Digital Media Pty Limited)","(displayName, News Digital Media)","(prevalence, 0.0254)"
